trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,slider_2.started,image_7.started,confi.started,notconfi.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate
,,,,59.3281057,59.3281057,space,12.0501198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
,,,,,,,,71.4164578,71.4164578,s,17.0412461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,29,0,,,,,,,,,,None,492.459607,492.459607,492.459607,492.459607,492.459607,492.459607,f,0.2321554,492.7091942,492.7091942,492.7091942,492.7091942,492.7091942,492.7091942,493.0084775,493.0084775,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,493.8561053,,,,,,34,48,14,62,48,42,None,None,,,[],[],[],[],[],[],[],0.6,1,65,[-0.01574074074074074],[-0.29074074074074074],[1],[0],[0],[3.9874126999930013],['tijiao_random_2'],7.944444444,2.6037965,502.9964982,504.5432976,,,,,,,,,,,500.3749235,500.3749235,500.3749235,500.3749235,496.3750461,496.3750461,496.3750461,496.3750461,496.3750461,496.3750461,496.3750461,496.3750461,0.0055045,496.3750461,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,30,0,,,,,,,,,,None,504.5432976,504.5432976,504.5432976,504.5432976,504.5432976,504.5432976,f,0.2575871,504.8290912,504.8290912,504.8290912,504.8290912,504.8290912,504.8290912,505.1253985,505.1253985,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,506.8870992,,,,,,43,45,14,65,45,45,None,None,,,[],[],[],[],[],[],[],-0.6,1,17,[0.01574074074074074],[-0.2861111111111111],[1],[0],[0],[3.739747100000386],['tijiao_random_2'],10.14814815,3.4660473,516.642605,518.4549063,,,,,,,,,,,513.1578831,513.1578831,513.1578831,513.1578831,509.4058334,509.4058334,509.4058334,509.4058334,509.4058334,509.4058334,509.4058334,509.4058334,0.0060125,509.4058334,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,31,0,,,,,,,,,,None,518.4549063,518.4549063,518.4549063,518.4549063,518.4549063,518.4549063,f,0.5128156,518.9875032,518.9875032,518.9875032,518.9875032,518.9875032,518.9875032,519.2867048,519.2867048,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,520.3339552,522.8430631,522.8430631,522.8430631,522.8430631,522.8430631,37,43,28,57,43,38,6,4.4370511,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,527.306485,529.1926982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,32,0,,,,,,,,,,None,529.1926982,529.1926982,529.1926982,529.1926982,529.1926982,529.1926982,f,0.3091773,529.525428,529.525428,529.525428,529.525428,529.525428,529.525428,529.824591,529.824591,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,531.6198455,534.1288885,534.1288885,534.1288885,534.1288885,534.1288885,37,42,29,50,42,42,4,1.8774302,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,536.0336041,537.6529125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,33,0,,,,,,,,,,None,537.6529125,537.6529125,537.6529125,537.6529125,537.6529125,537.6529125,f,0.3811641,538.0522797,538.0522797,538.0522797,538.0522797,538.0522797,538.0522797,538.3513816,538.3513816,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,539.3813504,,,,,,29,56,19,56,56,38,None,None,,,[],[],[],[],[],[],[],-0.6,1,23,[-0.025],[-0.2722222222222222],[1],[0],[0],[4.321923600000446],['tijiao_random_2'],9.981481481,2.4699219,548.7217101,550.4513716,,,,,,,,,,,546.2330104,546.2330104,546.2330104,546.2330104,541.8978677,541.8978677,541.8978677,541.8978677,541.8978677,541.8978677,541.8978677,541.8978677,0.0054829,541.8978677,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,34,0,,,,,,,,,,None,550.4513716,550.4513716,550.4513716,550.4513716,550.4513716,550.4513716,f,0.2659587,550.7352324,550.7352324,550.7352324,550.7352324,550.7352324,550.7352324,551.0336753,551.0336753,552.8279581,552.8279581,552.8446845,552.8446845,552.8446845,552.8446845,552.8446845,552.8446845,552.8446845,552.8446845,552.8446845,552.8446845,552.8446845,552.8446845,552.8446845,552.8446845,552.8446845,555.3543305,555.3543305,555.3543305,555.3543305,555.3543305,36,38,20,62,38,48,2,2.6583545,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,558.0378925,559.6927645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,35,0,,,,,,,,,,None,559.6927645,559.6927645,559.6927645,559.6927645,559.6927645,559.6927645,i,0.4306883,560.1418533,560.1418533,560.1418533,560.1418533,560.1418533,560.1418533,560.4408846,560.4408846,561.754238,561.754238,561.754238,561.754238,561.754238,561.754238,561.754238,561.754238,561.754238,561.754238,561.754238,561.754238,561.754238,561.754238,561.754238,561.754238,561.754238,,,,,,29,46,28,68,28,56,None,None,,,[],[],[],[],[],[],[],-0.2,1,41,[-0.03981481481481482],[-0.31203703703703706],[1],[0],[0],[8.560392899991712],['tijiao_random_2'],6.898148148,3.4992765,576.3629228,578.3417786,,,,,,,,,,,572.8456889,572.8456889,572.8456889,572.8456889,564.2713223,564.2713223,564.2713223,564.2713223,564.2713223,564.2713223,564.2713223,564.2713223,0.0055023,564.2713223,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,36,0,,,,,,,,,,None,578.3417786,578.3417786,578.3417786,578.3417786,578.3417786,578.3417786,i,0.2486149,578.608224,578.608224,578.608224,578.608224,578.608224,578.608224,578.9072046,578.9072046,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,580.0708309,582.5798787,582.5798787,582.5798787,582.5798787,582.5798787,35,48,29,67,29,43,2,1.8608408,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,584.4664083,586.0709328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,37,0,,,,,,,,,,None,586.0709328,586.0709328,586.0709328,586.0709328,586.0709328,586.0709328,j,0.2318931,586.3205236,586.3205236,586.3205236,586.3205236,586.3205236,586.3205236,586.6198291,586.6198291,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,587.9159988,,,,,,32,54,20,67,67,31,None,None,,,[],[],[],[],[],[],[],-0.6,1,21,[0.019444444444444445],[-0.2935185185185185],[1],[0],[0],[6.116657699996722],['tijiao_random_2'],9.027777778,2.8182634,599.400026,601.2794417,,,,,,,,,,,596.5645864,596.5645864,596.5645864,596.5645864,590.4330083,590.4330083,590.4330083,590.4330083,590.4330083,590.4330083,590.4330083,590.4330083,0.0057053,590.4330083,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,38,0,,,,,,,,,,None,601.2794417,601.2794417,601.2794417,601.2794417,601.2794417,601.2794417,j,0.4044428,601.7129201,601.7129201,601.7129201,601.7129201,601.7129201,601.7129201,602.0108938,602.0108938,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,603.7894128,,,,,,47,58,28,59,59,66,None,None,,,[],[],[],[],[],[],[],0.6,1,63,[0.053703703703703705],[-0.28888888888888886],[1],[0],[0],[9.90371430000232],['tijiao_random_2'],7.962962963,2.2712374,618.5147128,620.0614332,,,,,,,,,,,616.2243077,616.2243077,616.2243077,616.2243077,606.3090086,606.3090086,606.3090086,606.3090086,606.3090086,606.3090086,606.3090086,606.3090086,0.0061523,606.3090086,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,39,0,,,,,,,,,,None,620.0614332,620.0614332,620.0614332,620.0614332,620.0614332,620.0614332,j,0.2497375,620.3446366,620.3446366,620.3446366,620.3446366,620.3446366,620.3446366,620.6431221,620.6431221,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,622.1225954,,,,,,43,50,22,61,61,61,None,None,67,67,[0.001851851851851852],[-0.2851851851851852],[1],[0],[0],[4.262405700006639],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],8.907407407,2.4959723,631.4292869,633.2919492,624.6329241,624.6329241,624.6329241,624.6329241,624.6329241,624.6329241,624.6329241,624.6329241,0.0055239,624.6329241,628.9149433,628.9149433,628.9149433,628.9149433,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,40,0,,,,,,,,,,None,633.2919492,633.2919492,633.2919492,633.2919492,633.2919492,633.2919492,j,0.5323504,633.8575602,633.8575602,633.8575602,633.8575602,633.8575602,633.8575602,634.1565107,634.1565107,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,635.2535706,,,,,,43,44,26,65,65,25,None,None,,,[],[],[],[],[],[],[],0.6,1,69,[-0.006481481481481481],[-0.27870370370370373],[1],[0],[0],[4.320311100003892],['tijiao_random_2'],10.90740741,2.069011,644.1944907,645.8740303,,,,,,,,,,,642.1071468,642.1071468,642.1071468,642.1071468,637.7727605,637.7727605,637.7727605,637.7727605,637.7727605,637.7727605,637.7727605,637.7727605,0.0061659,637.7727605,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,41,0,,,,,,,,,,None,645.8740303,645.8740303,645.8740303,645.8740303,645.8740303,645.8740303,j,0.2280193,646.1244542,646.1244542,646.1244542,646.1244542,646.1244542,646.1244542,646.4226716,646.4226716,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,648.0353963,,,,,,43,48,28,60,60,68,None,None,65,65,[0.012037037037037037],[-0.2824074074074074],[1],[0],[0],[6.406668299998273],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],10.88888889,1.6624732,658.6550098,660.1684989,650.5468609,650.5468609,650.5468609,650.5468609,650.5468609,650.5468609,650.5468609,650.5468609,0.006219,650.5468609,656.9735234,656.9735234,656.9735234,656.9735234,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,42,0,,,,,,,,,,None,660.1684989,660.1684989,660.1684989,660.1684989,660.1684989,660.1684989,j,0.2500149,660.4519051,660.4519051,660.4519051,660.4519051,660.4519051,660.4519051,660.7505648,660.7505648,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,662.6787451,665.1873186,665.1873186,665.1873186,665.1873186,665.1873186,44,51,19,66,66,68,5,2.5258124,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,667.7378384,669.3436631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,43,0,,,,,,,,,,None,669.3436631,669.3436631,669.3436631,669.3436631,669.3436631,669.3436631,j,0.3416829,669.7118868,669.7118868,669.7118868,669.7118868,669.7118868,669.7118868,670.0083571,670.0083571,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,671.0393476,,,,,,39,51,19,69,69,57,None,None,,,[],[],[],[],[],[],[],-0.2,1,34,[0.014814814814814815],[-0.26944444444444443],[1],[0],[0],[7.895226199994795],['tijiao_random_2'],9.092592593,4.8136676,686.296371,688.2918841,,,,,,,,,,,681.4640409,681.4640409,681.4640409,681.4640409,673.5560401,673.5560401,673.5560401,673.5560401,673.5560401,673.5560401,673.5560401,673.5560401,0.0057253,673.5560401,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,44,0,,,,,,,,,,None,688.2918841,688.2918841,688.2918841,688.2918841,688.2918841,688.2918841,f,0.2258145,688.5450328,688.5450328,688.5450328,688.5450328,688.5450328,688.5450328,688.8406507,688.8406507,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,690.7188101,693.2279275,693.2279275,693.2279275,693.2279275,693.2279275,43,48,24,65,48,34,7,5.052144,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,698.3057649,699.8271498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,45,0,,,,,,,,,,None,699.8271498,699.8271498,699.8271498,699.8271498,699.8271498,699.8271498,r,0.5137424,700.3592973,700.3592973,700.3592973,700.3592973,700.3592973,700.3592973,700.6583863,700.6583863,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,702.4700249,,,,,,49,50,25,57,49,59,None,None,35,35,[0.06944444444444445],[-0.2657407407407407],[1],[0],[0],[8.418063899996923],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],5.055555556,3.1266573,716.5641429,718.4261381,704.980403,704.980403,704.980403,704.980403,704.980403,704.980403,704.980403,704.980403,0.0054612,704.980403,713.4188534,713.4188534,713.4188534,713.4188534,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,46,0,,,,,,,,,,None,718.4261381,718.4261381,718.4261381,718.4261381,718.4261381,718.4261381,f,0.2378831,718.6927566,718.6927566,718.6927566,718.6927566,718.6927566,718.6927566,718.991754,718.991754,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,720.9862496,723.4949729,723.4949729,723.4949729,723.4949729,723.4949729,41,57,20,70,57,50,4,2.5255387,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,726.0477497,727.9669917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,47,0,,,,,,,,,,None,727.9669917,727.9669917,727.9669917,727.9669917,727.9669917,727.9669917,r,0.2487826,728.2332432,728.2332432,728.2332432,728.2332432,728.2332432,728.2332432,728.5323564,728.5323564,730.1944094,730.1944094,730.2109333,730.2109333,730.2109333,730.2109333,730.2109333,730.2109333,730.2109333,730.2109333,730.2109333,730.2109333,730.2109333,730.2109333,730.2109333,730.2109333,730.2109333,,,,,,37,56,16,70,37,64,None,None,37,37,[0.01574074074074074],[-0.2861111111111111],[1],[0],[0],[5.858533599996008],['tijiao'],0.2,0,,[],[],[],[],[],[],[],6.037037037,2.5296699,741.1467037,742.8430419,732.7212492,732.7212492,732.7212492,732.7212492,732.7212492,732.7212492,732.7212492,732.7212492,0.0053239,732.7212492,738.5980848,738.5980848,738.5980848,738.5980848,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,48,0,,,,,,,,,,None,742.8430419,742.8430419,742.8430419,742.8430419,742.8430419,742.8430419,j,0.529782,743.3936178,743.3936178,743.3936178,743.3936178,743.3936178,743.3936178,743.6906521,743.6906521,745.220038,745.220038,745.2365417,745.2365417,745.2365417,745.2365417,745.2365417,745.2365417,745.2365417,745.2365417,745.2365417,745.2365417,745.2365417,745.2365417,745.2365417,745.2365417,745.2365417,747.7458045,747.7458045,747.7458045,747.7458045,747.7458045,41,51,21,71,71,54,7,1.5942189,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,749.3642972,751.2036353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,49,0,,,,,,,,,,None,751.2036353,751.2036353,751.2036353,751.2036353,751.2036353,751.2036353,j,0.2617409,751.4866717,751.4866717,751.4866717,751.4866717,751.4866717,751.4866717,751.7855953,751.7855953,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,753.3479307,,,,,,40,52,21,74,74,36,None,None,77,77,[0.025],[-0.29074074074074074],[1],[0],[0],[4.677864299999783],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],10.96296296,2.1645014,762.7377409,764.6003351,755.8582926,755.8582926,755.8582926,755.8582926,755.8582926,755.8582926,755.8582926,755.8582926,0.0053352,755.8582926,760.5547916,760.5547916,760.5547916,760.5547916,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,50,0,,,,,,,,,,None,764.6003351,764.6003351,764.6003351,764.6003351,764.6003351,764.6003351,j,0.2075482,764.8333928,764.8333928,764.8333928,764.8333928,764.8333928,764.8333928,765.1325684,765.1325684,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,766.8109967,,,,,,40,58,13,71,71,35,None,None,77,77,[-0.011111111111111112],[-0.27037037037037037],[1],[0],[0],[3.913625699991826],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],10.87962963,1.9470942,775.2201963,777.0662392,769.3216108,769.3216108,769.3216108,769.3216108,769.3216108,769.3216108,769.3216108,769.3216108,0.0053122,769.3216108,773.2543534,773.2543534,773.2543534,773.2543534,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,51,0,,,,,,,,,,None,777.0662392,777.0662392,777.0662392,777.0662392,777.0662392,777.0662392,j,0.2641341,777.3494024,777.3494024,777.3494024,777.3494024,777.3494024,777.3494024,777.6482091,777.6482091,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,779.2605625,781.7693762,781.7693762,781.7693762,781.7693762,781.7693762,44,61,13,74,74,66,6,1.6776199,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,783.4747922,785.3436725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,52,0,,,,,,,,,,None,785.3436725,785.3436725,785.3436725,785.3436725,785.3436725,785.3436725,j,0.2849977,785.6601783,785.6601783,785.6601783,785.6601783,785.6601783,785.6601783,785.9589106,785.9589106,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,786.8067334,789.3156938,789.3156938,789.3156938,789.3156938,789.3156938,40,51,12,80,80,68,7,1.3122242,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,790.6520765,792.5738844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,53,0,,,,,,,,,,None,792.5738844,792.5738844,792.5738844,792.5738844,792.5738844,792.5738844,j,0.2470067,792.840415,792.840415,792.840415,792.840415,792.840415,792.840415,793.1394106,793.1394106,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,794.2359172,796.745446,796.745446,796.745446,796.745446,796.745446,45,60,17,77,77,49,7,1.3787443,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,798.1497308,799.8376419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,54,0,,,,,,,,,,None,799.8376419,799.8376419,799.8376419,799.8376419,799.8376419,799.8376419,j,0.5158379,800.3864426,800.3864426,800.3864426,800.3864426,800.3864426,800.3864426,800.6854337,800.6854337,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,802.3642164,,,,,,39,49,18,66,66,54,None,None,,,[],[],[],[],[],[],[],-0.2,1,45,[0.040740740740740744],[-0.2851851851851852],[1],[0],[0],[6.4986567000014475],['tijiao_random_2'],7.083333333,2.1208948,813.5322996,815.2117519,,,,,,,,,,,811.393405,811.393405,811.393405,811.393405,804.8808866,804.8808866,804.8808866,804.8808866,804.8808866,804.8808866,804.8808866,804.8808866,0.0055186,804.8808866,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,55,0,,,,,,,,,,None,815.2117519,815.2117519,815.2117519,815.2117519,815.2117519,815.2117519,f,0.2572451,815.4982694,815.4982694,815.4982694,815.4982694,815.4982694,815.4982694,815.7943045,815.7943045,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,816.6086835,819.1175278,819.1175278,819.1175278,819.1175278,819.1175278,46,53,7,74,53,49,6,3.057153,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,822.1987991,824.021346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,56,0,,,,,,,,,,None,824.021346,824.021346,824.021346,824.021346,824.021346,824.021346,f,0.2641578,824.3045554,824.3045554,824.3045554,824.3045554,824.3045554,824.3045554,824.6035974,824.6035974,825.4178858,825.4178858,825.4344379,825.4344379,825.4344379,825.4344379,825.4344379,825.4344379,825.4344379,825.4344379,825.4344379,825.4344379,825.4344379,825.4344379,825.4344379,825.4344379,825.4344379,827.9435611,827.9435611,827.9435611,827.9435611,827.9435611,44,57,8,73,57,45,7,1.4948015,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,829.4643606,831.2351521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,57,0,,,,,,,,,,None,831.2351521,831.2351521,831.2351521,831.2351521,831.2351521,831.2351521,i,0.2244811,831.4849777,831.4849777,831.4849777,831.4849777,831.4849777,831.4849777,831.7837693,831.7837693,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,832.9805409,835.4894607,835.4894607,835.4894607,835.4894607,835.4894607,46,56,6,73,6,50,2,3.0740347,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,838.5901946,840.3768709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,58,0,,,,,,,,,,None,840.3768709,840.3768709,840.3768709,840.3768709,840.3768709,840.3768709,i,0.2982878,840.6930653,840.6930653,840.6930653,840.6930653,840.6930653,840.6930653,840.9922808,840.9922808,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,842.2720755,844.7809791,844.7809791,844.7809791,844.7809791,844.7809791,41,56,9,70,9,39,2,2.4263533,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,847.2328871,849.0531991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
